source_id,reply_id,topic,source_text,reply_text,nested,reply_type
5.24927E+17,5.24942E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!,1,deny
5.24927E+17,5.24942E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@devo1400 @dmatthewmillar @spaikin 
how the guy got that far leads me to suspect this is not what it seems.",1,comment
5.24927E+17,5.24942E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@devo1400 @dmatthewmillar @spaikin 
funny, a guy with a joint can't make it past the memorial flame, but a gunman, whoosh, right inside",1,comment
5.24927E+17,5.24943E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @devo1400 @spaikin I've had concerns about that for a while,1,comment
5.24927E+17,5.24965E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar @Russell_Barth @devo1400 @spaikin Sure but in how many years has this happened? This is extremely unusual.,1,comment
5.24927E+17,5.24966E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
very rare. but it has been increasingly likely as we chop away at ment hlth services",1,comment
5.24927E+17,5.24966E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @devo1400 @spaikin 1/2 Violence doesn't automatically indicate a relationship to MH.,1,comment
5.24927E+17,5.24967E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin true enough,1,comment
5.24927E+17,5.24967E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin 2/2 If it did, every guy in the NHL would be institutionalized.",1,deny
5.24927E+17,5.24966E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar @Russell_Barth @devo1400 @spaikin In historical terms this is a blip. Screw those losers.,1,comment
5.24927E+17,5.24966E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin a) actual ""terror"", b) nutbars, c) false flag. all 3 r plausible http://t.co/6ZWDCGXXPw",1,support
5.24927E+17,5.24967E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's rather specious. We don't know t MH situation. Can't b determined from a distance.,1,comment
5.24927E+17,5.24967E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible.",1,deny
5.24927E+17,5.24968E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @devo1400 @spaikin Ah true. Problem now is we'll probably only get coroner's details 😁 they won't make it.,1,query
5.24927E+17,5.24968E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
the truth will never come out. martial law is coming",1,comment
5.24927E+17,5.2497E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Not EVERYTHING will come out. But we will get details, especially these days.",1,support
5.24927E+17,5.2497E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Call me bad Canuck, I hope those fucktards get their asses kicked. http://t.co/Xwl6nPO3UQ",1,query
5.24927E+17,5.24971E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @devo1400 @spaikin And I know they will too :) #stupidattack,1,comment
5.24927E+17,5.2497E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
from the same cops and government who tell us that cancer-curing marijuana is evil.",1,comment
5.24927E+17,5.24971E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin This one was pretty good. Stay strong! Odd day, but have a good one anyways.",1,comment
5.24927E+17,5.24971E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin The science is ongoing, it can't cure, I got a link hang on...http://t.co/MmfTP5usPH",1,comment
5.24927E+17,5.24967E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's why there are professionals. Average citizen can only currently make a guess.,1,comment
5.24927E+17,5.24968E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck them",1,deny
5.24927E+17,5.24951E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar email me at dcdesk@cctv-america.com when you get a chance - good to know you are safe -Nathan,1,support
5.24927E+17,5.24931E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar very helpful why would you tweet that!!??,0,deny
5.24927E+17,5.24942E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Maritimes_HOME @dmatthewmillar because canada doesnt fuck around with security,1,comment
5.24927E+17,5.24947E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@_spookyboobs @dmatthewmillar right &amp; terrorist don't have access to social media to find out where we have placed that valuable security!,1,support
5.24927E+17,5.24949E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@Maritimes_HOME @dmatthewmillar lmao you expect social media to shut down during a shooting? thats when most tweets happen fuckboi,1,comment
5.24927E+17,5.2494E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar delete this you idiot,0,comment
5.24927E+17,5.24936E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"#AttackInOttawa
Police action
@dmatthewmillar: Snipers NationalArtGallery
we r barricadedCentreBlock ParliamentHill
http://t.co/HvykTnlcuz",0,support
5.24927E+17,5.24932E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@dmatthewmillar Stay safe, Matt!",0,comment
5.24927E+17,5.2493E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,"@dmatthewmillar Stay safe, Matt.",0,support
5.24927E+17,5.24928E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar  Stay safe.,0,comment
5.24927E+17,5.24928E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar @LRyck why would you tweet the location of snipers? Who does that help? #cdnpoli,0,support
5.24927E+17,5.24928E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,.@dmatthewmillar What a silly response. They are targets 2 an embedded sniper. #Canada needs a #Security make-over. #Fail #CdnPoli #Design,0,comment
5.24927E+17,5.2494E+17,ottawashooting,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli. http://t.co/lWKaxLI9jO,@dmatthewmillar @Jaclyn_Colville Twice in one week!?!?!?! #Toclosetohomeforcomfort,0,support
5.53549E+17,5.53549E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @intelwire Not so much separated. There're links between them.,0,comment
5.53549E+17,5.5355E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@JeromePio @intelwire meant it in the sense that it's different person/people. Links between them unclear at the moment, lots of rumours.",1,comment
5.53549E+17,5.53552E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @JeromePio A lot of shifting sands in the coverage right now. We'll know soon enough.,1,comment
5.53549E+17,5.53552E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@intelwire @ShirazMaher Absolutly right.,1,comment
5.53549E+17,5.53552E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @JeromePio Speaking of https://t.co/lCQ0qFyePh,1,comment
5.53549E+17,5.53553E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@intelwire @ShirazMaher @JeromePio Yes lots of mixed info coming out. Anyone else here about potential 08 prison connection btwn planners?,1,query
5.53549E+17,5.53554E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@cldaymon @intelwire @ShirazMaher Previous connections about plot to freed a terrorist involved in 1995 Paris attack. Otherwise not yet.,1,comment
5.53549E+17,5.53555E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@JeromePio Thanks 4 the clarification. Many ideas being floated by the media right now. Wish they wouldn't do this. @intelwire @ShirazMaher,1,comment
5.53549E+17,5.53555E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@cldaymon @intelwire @ShirazMaher Honestly, we need to wait official statement and investigations. By now, we all talk about rumors. :)",1,query
5.53549E+17,5.53556E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@JeromePio Agreed. As we say here in the States, ""hold your horses"". Lol! @intelwire @ShirazMaher",1,comment
5.53549E+17,5.53552E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @NickKristof what a shocker..,0,comment
5.53549E+17,5.53553E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @DimaV Yes there is a link. It was confirmed officially today.,0,support
5.53549E+17,5.53553E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher so what happen to the Charlie hebbdo suspects man news coverage is so shifty in this story,0,query
5.53549E+17,5.53554E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@rachelfromohio @ShirazMaher Officials have apparently confirmed that the deli is linked to #CharlieHebdo &amp; killing of officer.,0,deny
5.53549E+17,5.53552E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @NickKristof Police have just confirmed the connection on http://t.co/xQEFWPVehi,0,support
5.53549E+17,5.53559E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @NickKristof It is a separate incident but the same #terrorist cell?,0,query
5.53549E+17,5.5356E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@vanemaya @NickKristof That's what the police are saying. I meant 'separate' as in different guys to the ones that did Charlie Hebdo attack.,1,comment
5.53549E+17,5.53561E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@ShirazMaher Thank you, Shiraz. I understand. What do you each think about all this? What is your reaction? @NickKristof",1,query
5.53549E+17,5.53563E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@vanemaya I think we don't have enough facts about the big picture right now (AQAP/ISIS etc), we'll need to wait and see  @NickKristof",1,query
5.53549E+17,5.53565E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.","@ShirazMaher @NickKristof ok. I would like to hear your reactions, your personal thoughts, once you have had time to process these events.",1,comment
5.53549E+17,5.5356E+17,charliehebdo,"AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",@ShirazMaher @NickKristof Are moderate #Muslims protesting these acts of murder and violence?,0,query
5.00295E+17,5.00305E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,@JustinGlawe @YourAnonCentral SIGN AND SHARE https://t.co/NRV4SXSuSL #Ferguson #JusticeForMikeBrown,0,comment
5.00295E+17,5.00308E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,@JustinGlawe Who are you to expect any type of answer in the first place?,0,comment
5.00295E+17,5.00309E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,"@marymolina20 a person who makes his living asking questions, that's who.",1,comment
5.00295E+17,5.00317E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,@JustinGlawe @JesseLaGreca it wasn't the quik stop that got burned down?,0,query
5.00295E+17,5.00318E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,.@jashsf @JesseLaGreca I've been in #Ferguson Market and it looks exactly like where the alleged robber was standing.,1,comment
5.00295E+17,5.00318E+17,ferguson,The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,@JustinGlawe @JesseLaGreca thanks. Now we need a pic of what michael brown was wearing to refute the video.,1,query
5.24938E+17,5.24954E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,".@RideauCentre Conflicting reports regarding a possible shooting on/near the Centre, but your GM said no shooting. Can you clarify at all?",0,query
5.24938E+17,5.2496E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,@RideauCentre @bernardcolin we were near here trying to drive to Wakefield. Stuck in tfc now,0,comment
5.24938E+17,5.24963E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,@mercy2us @RideauCentre Glad you guys are ok.,1,comment
5.24938E+17,5.24982E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,@bernardcolin glad you're safe too!! Was weird to be only car on rideau &amp; not know about the #ottawashooting til afterwards,1,comment
5.24938E+17,5.24954E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,@RideauCentre any reports of shots fired inside the Rideau Centre or just nearby?,0,query
5.24938E+17,5.24953E+17,ottawashooting,We are in full lock down until further notice from Ottawa Police.,Stay safe my friends. RT @RideauCentre: We are in full lock down until further notice from Ottawa Police.,0,comment
5.44353E+17,5.44356E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@BreakingNews @abcnews Fyi @CNN.,0,query
5.44353E+17,5.44359E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@BreakingNews @abcnews,0,support
5.44353E+17,5.44353E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@breakingnews For Only $9 You Can Buy 3K Followers http://t.co/XQiCCTJWOe,0,comment
5.44353E+17,5.44353E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@haurry_stvlles @BreakingNews hum...,1,deny
5.44353E+17,5.44355E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z","MT @BreakingNews: Three people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/JulXUuiJAu”",0,support
5.44353E+17,5.44359E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@BreakingNews @abcnews we results,0,comment
5.44353E+17,5.44367E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@BreakingNews ISIS flag also shown! These sub-humans kept their word! #religionofpeace#  they murder rape bomb all non believers of allah!,0,comment
5.44353E+17,5.44368E+17,sydneysiege,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z","@MaryPieters @BreakingNews #let it be a great war. The world finally needs one..  greed, selfishness, corruption",1,query
5.53505E+17,5.53621E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni they can never be,0,comment
5.53505E+17,5.53693E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni   Certainly not  matyres - sorry no thousands of virgins waiting for them just fire and brimstone.,0,comment
5.53505E+17,5.53703E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@snowytristan , Hi Betty.. You are in Australia?",1,query
5.53505E+17,5.53505E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@cnni But, you know, it's because they're muslim.  We can't talk about that.  GFY",0,comment
5.53505E+17,5.5369E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@cnni That is what they really want, another way would be a shame for them.",0,comment
5.53505E+17,5.53507E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","“@cnni: Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says MP. http://t.co/q75za1xxAa”",0,comment
5.53505E+17,5.53511E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@cnni Thy wil bcum satans aftr death ! kep drmng abt martdm &amp; abt thse 72 virgins n heavn ! N India we mde mny trrorsts, satans n kashmir !o",0,support
5.53505E+17,5.53509E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni call them back and explain to them the definition of martyrs #idiots   #CharlieHebdo,0,comment
5.53505E+17,5.53517E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni The police r there trying to do a job under very difficult circumstances. We all realize how brave they r and thank them,0,comment
5.53505E+17,5.53514E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni Good. Some assistance please Messieurs Les Gendarmes !,0,comment
5.53505E+17,5.53507E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF","@cnni that should be no problem, millions wants to ""help"" them, but let the hostages free first http://t.co/Ix5gPyQms6 #parisattack",0,comment
5.53505E+17,5.53824E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni ok,0,comment
5.53505E+17,5.53509E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni chai....by claiming innocent lives? that's really Awkward!,0,comment
5.53505E+17,5.53508E+17,charliehebdo,"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",@cnni tell them we want to help them as much as possible.,0,comment
5.52983E+17,5.52991E+17,charliehebdo,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/ZXnsOenpbz”,0,comment
5.52983E+17,5.52997E+17,charliehebdo,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/2C3Alq3Vxx”,0,comment
5.52983E+17,5.52984E+17,charliehebdo,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,“@MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/eXCvMW6i5g” True and so sad!,0,comment
5.52983E+17,5.52992E+17,charliehebdo,Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/GKFP5xVAoc,RT @MelanieTait: Banksy says #JeSuisCharlie in a beautiful way (vi @lukeeve) http://t.co/1AyLT6xi7I,0,support
5.25033E+17,5.25034E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee @BlogsofWar How come we have to pussy foot around terrorism for hours before calling what it is.,0,comment
5.25033E+17,5.25063E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm","@20committee   A high risk traveller!  But a risk to #Canadians and government officials , he was okay ?",0,comment
5.25033E+17,5.25035E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee @sqwerin and @BarackObama still refuses to call it terrorism!,0,comment
5.25033E+17,5.25039E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee @AresXtra They must put high risk travelers in civilian detaine camps to prevent attacks.US does this with suspect japs in WWII,0,comment
5.25033E+17,5.25034E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee Pathetic.,0,support
5.25033E+17,5.25034E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done? @20committee @BlogsofWar,0,query
5.25033E+17,5.25035E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm","@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7",1,query
5.25033E+17,5.25036E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",micro chip them - Just an uncivil thought :) @20committee @BlogsofWar,1,deny
5.25033E+17,5.25034E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee @kshaidle maybe we should start revoking passports AFTER they leave...,0,support
5.25033E+17,5.25035E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @MarkOkanagan @20committee @kshaidle,1,deny
5.25033E+17,5.2504E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm","@20committee @kshaidle It makes more sense to let them leave, and invalidate their passports before they return.",0,comment
5.25033E+17,5.25041E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@20committee the incident yesterday (car) in Canada was that a terrorist attack as well?,0,support
5.25033E+17,5.25041E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@aniekan_o sure looks like one,1,query
5.25033E+17,5.25049E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm","@20committee Oh, so they already know where Z-B had gone to? Any travels to the Levant recently?",0,comment
5.25033E+17,5.25049E+17,ottawashooting,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport http://t.co/dPeMQ78jzm",@chrisjefferson no info yet,1,comment
